X 	 Y 	 Z 	 Phi 	 Theta 	 Psi 	 Vx 	 Vy 	 Vz 	 dPhi 	 dTheta 	 dPsi 	Xd 	 Yd 	 Zd 	 Phid 	 Thetad 	 Psid 	  t
-2.990	  0.000	  1.214	 -0.000	  0.016	 -0.000	  0.059	  0.000	  0.119	  0.000	  0.015	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.044	  0.000	  1.980	 
-2.988	  0.000	  1.218	 -0.000	  0.017	 -0.000	  0.067	  0.000	  0.117	  0.000	  0.011	  0.000	  3.000	  0.000	  1.200	  0.000	  0.043	  0.000	  2.014	 
-2.985	  0.000	  1.222	 -0.000	  0.017	 -0.000	  0.074	  0.000	  0.115	 -0.000	  0.007	  0.000	  3.000	  0.000	  1.200	  0.000	  0.041	  0.000	  2.047	 
-2.982	  0.000	  1.226	 -0.000	  0.017	 -0.000	  0.082	  0.000	  0.111	 -0.000	  0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.040	  0.000	  2.080	 
-2.979	  0.000	  1.229	 -0.000	  0.017	 -0.000	  0.090	  0.000	  0.108	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	  0.038	  0.000	  2.113	 
-2.976	  0.000	  1.233	 -0.000	  0.017	 -0.000	  0.097	  0.000	  0.104	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.036	  0.000	  2.147	 
-2.973	  0.000	  1.236	 -0.000	  0.017	 -0.000	  0.104	  0.000	  0.100	  0.000	 -0.003	  0.000	  3.000	  0.000	  1.200	  0.000	  0.035	  0.000	  2.181	 
-2.969	  0.000	  1.239	 -0.000	  0.017	 -0.000	  0.111	  0.000	  0.095	  0.000	 -0.005	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.033	  0.000	  2.220	 
-2.965	  0.000	  1.242	 -0.000	  0.017	 -0.000	  0.118	  0.000	  0.091	  0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.032	  0.000	  2.253	 
-2.961	  0.000	  1.245	 -0.000	  0.016	 -0.000	  0.125	  0.000	  0.087	 -0.000	 -0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.030	  0.000	  2.287	 
-2.956	  0.000	  1.248	 -0.000	  0.016	 -0.000	  0.131	  0.000	  0.082	 -0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.029	  0.000	  2.320	 
-2.952	  0.000	  1.251	 -0.000	  0.016	 -0.000	  0.137	  0.000	  0.078	 -0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.027	  0.000	  2.354	 
-2.947	  0.000	  1.253	 -0.000	  0.016	 -0.000	  0.142	  0.000	  0.074	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.026	  0.000	  2.386	 
-2.942	  0.000	  1.256	 -0.000	  0.015	 -0.000	  0.148	  0.000	  0.070	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.025	  0.000	  2.422	 
-2.937	  0.000	  1.258	 -0.000	  0.015	 -0.000	  0.153	  0.000	  0.066	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.024	  0.000	  2.455	 
-2.932	  0.000	  1.260	 -0.000	  0.015	 -0.000	  0.157	  0.000	  0.063	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.023	  0.000	  2.490	 
-2.926	  0.000	  1.262	 -0.000	  0.014	 -0.000	  0.162	  0.000	  0.059	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.022	  0.000	  2.522	 
-2.921	  0.000	  1.264	 -0.000	  0.014	 -0.000	  0.166	  0.000	  0.056	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.021	  0.000	  2.556	 
-2.915	  0.000	  1.265	 -0.000	  0.014	 -0.000	  0.170	  0.000	  0.053	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.020	  0.000	  2.589	 
-2.909	  0.000	  1.267	 -0.000	  0.014	 -0.000	  0.174	  0.000	  0.049	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.019	  0.000	  2.623	 
-2.904	  0.000	  1.269	  0.000	  0.013	 -0.000	  0.178	  0.000	  0.047	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.018	  0.000	  2.655	 
-2.897	  0.000	  1.270	  0.000	  0.013	 -0.000	  0.182	  0.000	  0.044	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.017	  0.000	  2.689	 
-2.891	  0.000	  1.271	  0.000	  0.013	 -0.000	  0.185	  0.000	  0.041	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.016	  0.000	  2.723	 
-2.885	  0.000	  1.273	  0.000	  0.012	 -0.000	  0.189	  0.000	  0.039	 -0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.016	  0.000	  2.756	 
-2.879	  0.000	  1.274	  0.000	  0.012	 -0.000	  0.192	  0.000	  0.036	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.015	  0.000	  2.789	 
-2.872	  0.000	  1.275	  0.000	  0.012	 -0.000	  0.195	  0.000	  0.034	 -0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.014	  0.000	  2.823	 
-2.865	  0.000	  1.276	  0.000	  0.012	 -0.000	  0.199	  0.000	  0.032	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.013	  0.000	  2.856	 
-2.859	  0.000	  1.277	  0.000	  0.011	 -0.000	  0.202	  0.000	  0.030	  0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.013	  0.000	  2.890	 
-2.852	  0.000	  1.278	  0.000	  0.011	 -0.000	  0.206	  0.000	  0.028	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.012	  0.000	  2.923	 
-2.845	  0.000	  1.279	  0.000	  0.011	 -0.000	  0.209	  0.000	  0.027	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.011	  0.000	  2.956	 
-2.838	  0.000	  1.280	  0.000	  0.010	 -0.000	  0.212	  0.000	  0.025	 -0.000	 -0.009	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.011	  0.000	  2.989	 
-2.831	  0.000	  1.281	  0.000	  0.010	 -0.000	  0.216	  0.000	  0.024	  0.000	 -0.010	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.010	  0.000	  3.023	 
-2.823	  0.000	  1.281	  0.000	  0.010	 -0.000	  0.219	  0.000	  0.022	  0.000	 -0.010	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.009	  0.000	  3.056	 
-2.816	  0.000	  1.282	  0.000	  0.009	 -0.000	  0.223	  0.000	  0.021	  0.000	 -0.011	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.008	  0.000	  3.090	 
-2.808	  0.000	  1.283	  0.000	  0.009	 -0.000	  0.226	  0.000	  0.019	  0.000	 -0.011	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.008	  0.000	  3.122	 
-2.801	  0.000	  1.283	  0.000	  0.009	 -0.000	  0.230	  0.000	  0.018	 -0.000	 -0.011	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.007	  0.000	  3.156	 
-2.793	  0.000	  1.284	  0.000	  0.008	 -0.000	  0.233	  0.000	  0.017	 -0.000	 -0.012	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.006	  0.000	  3.189	 
-2.785	  0.000	  1.284	  0.000	  0.008	 -0.000	  0.237	  0.000	  0.016	 -0.000	 -0.012	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.006	  0.000	  3.228	 
-2.777	  0.000	  1.285	  0.000	  0.007	 -0.000	  0.241	  0.000	  0.015	 -0.000	 -0.012	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.005	  0.000	  3.261	 
-2.769	  0.000	  1.285	  0.000	  0.007	 -0.000	  0.244	  0.000	  0.014	 -0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.004	  0.000	  3.295	 
-2.761	  0.000	  1.286	 -0.000	  0.007	 -0.000	  0.248	  0.000	  0.013	 -0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.328	 
-2.752	  0.000	  1.286	 -0.000	  0.006	 -0.000	  0.251	  0.000	  0.012	 -0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.003	  0.000	  3.367	 
-2.744	  0.000	  1.287	 -0.000	  0.006	 -0.000	  0.255	  0.000	  0.012	 -0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.002	  0.000	  3.401	 
-2.735	  0.000	  1.287	 -0.000	  0.005	 -0.000	  0.258	  0.000	  0.011	  0.000	 -0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  3.434	 
-2.726	  0.000	  1.287	 -0.000	  0.005	 -0.000	  0.261	  0.000	  0.010	  0.000	 -0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.001	  0.000	  3.468	 
-2.718	  0.000	  1.288	  0.000	  0.004	 -0.000	  0.264	  0.000	  0.009	  0.000	 -0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	  0.000	  0.000	  3.501	 
-2.709	  0.000	  1.288	  0.000	  0.004	 -0.000	  0.267	  0.000	  0.009	  0.000	 -0.014	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  3.534	 
-2.700	  0.000	  1.288	  0.000	  0.003	 -0.000	  0.270	  0.000	  0.008	  0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  3.568	 
-2.691	  0.000	  1.288	  0.000	  0.003	 -0.000	  0.272	  0.000	  0.008	  0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  3.601	 
-2.682	  0.000	  1.289	  0.000	  0.003	 -0.000	  0.275	  0.000	  0.007	  0.000	 -0.013	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  3.634	 
-2.672	  0.000	  1.289	  0.000	  0.002	 -0.000	  0.277	  0.000	  0.007	  0.000	 -0.012	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  3.668	 
-2.663	  0.000	  1.289	  0.000	  0.002	 -0.000	  0.279	  0.000	  0.006	  0.000	 -0.012	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  3.701	 
-2.654	  0.000	  1.289	  0.000	  0.001	 -0.000	  0.281	  0.000	  0.006	 -0.000	 -0.012	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  3.736	 
-2.644	  0.000	  1.290	  0.000	  0.001	 -0.000	  0.282	  0.000	  0.006	 -0.000	 -0.011	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  3.778	 
-2.635	  0.000	  1.290	  0.000	  0.001	 -0.000	  0.284	  0.000	  0.005	  0.000	 -0.010	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  3.811	 
-2.625	  0.000	  1.290	  0.000	  0.000	 -0.000	  0.285	  0.000	  0.005	 -0.000	 -0.010	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  3.848	 
-2.616	  0.000	  1.290	 -0.000	  0.000	 -0.000	  0.286	  0.000	  0.005	 -0.000	 -0.009	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  3.881	 
-2.606	  0.000	  1.290	 -0.000	 -0.000	 -0.000	  0.286	  0.000	  0.004	  0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  3.915	 
-2.597	  0.000	  1.290	 -0.000	 -0.001	 -0.000	  0.287	  0.000	  0.004	 -0.000	 -0.008	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  3.948	 
-2.587	  0.000	  1.290	 -0.000	 -0.001	 -0.000	  0.287	  0.000	  0.004	 -0.000	 -0.007	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  3.982	 
-2.578	  0.000	  1.291	 -0.000	 -0.001	 -0.000	  0.287	  0.000	  0.004	 -0.000	 -0.006	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.015	 
-2.568	  0.000	  1.291	 -0.000	 -0.001	 -0.000	  0.286	  0.000	  0.003	 -0.000	 -0.005	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.048	 
-2.558	  0.000	  1.291	 -0.000	 -0.001	 -0.000	  0.286	  0.000	  0.003	 -0.000	 -0.005	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.081	 
-2.549	  0.000	  1.291	 -0.000	 -0.001	 -0.000	  0.285	  0.000	  0.003	 -0.000	 -0.004	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.115	 
-2.539	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.285	  0.000	  0.003	  0.000	 -0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.148	 
-2.530	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.284	  0.000	  0.003	  0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.005	  0.000	  4.183	 
-2.521	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.283	  0.000	  0.002	 -0.000	 -0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  4.215	 
-2.511	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.282	  0.000	  0.002	 -0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  4.254	 
-2.502	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.281	  0.000	  0.002	  0.000	 -0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  4.287	 
-2.493	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.279	  0.000	  0.002	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  4.322	 
-2.483	  0.000	  1.291	 -0.000	 -0.002	 -0.000	  0.278	  0.000	  0.002	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.004	  0.000	  4.355	 
-2.474	  0.000	  1.291	  0.000	 -0.002	 -0.000	  0.277	  0.000	  0.002	  0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  4.387	 
-2.465	  0.000	  1.291	  0.000	 -0.002	 -0.000	  0.275	  0.000	  0.002	  0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  4.420	 
-2.456	  0.000	  1.292	  0.000	 -0.002	 -0.000	  0.274	  0.000	  0.002	  0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  4.458	 
-2.447	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.273	  0.000	  0.001	 -0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.003	  0.000	  4.491	 
-2.438	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.272	  0.000	  0.001	 -0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.525	 
-2.429	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.270	  0.000	  0.001	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.558	 
-2.420	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.269	  0.000	  0.001	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.591	 
-2.411	  0.000	  1.292	 -0.000	 -0.001	 -0.000	  0.268	  0.000	  0.001	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.002	  0.000	  4.625	 
-2.402	  0.000	  1.292	 -0.000	 -0.001	 -0.000	  0.267	  0.000	  0.001	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.659	 
-2.393	  0.000	  1.292	 -0.000	 -0.001	 -0.000	  0.266	  0.000	  0.001	 -0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.691	 
-2.384	  0.000	  1.292	 -0.000	 -0.001	 -0.000	  0.266	  0.000	  0.001	  0.000	  0.003	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.726	 
-2.375	  0.000	  1.292	 -0.000	 -0.001	 -0.000	  0.265	  0.000	  0.001	  0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.758	 
-2.366	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.264	  0.000	  0.001	  0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.792	 
-2.358	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.264	  0.000	  0.001	  0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.825	 
-2.349	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.264	  0.000	  0.001	  0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  4.862	 
-2.340	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.264	  0.000	  0.001	 -0.000	  0.002	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.895	 
-2.331	  0.000	  1.292	 -0.000	 -0.000	 -0.000	  0.263	  0.000	  0.001	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.929	 
-2.322	  0.000	  1.292	 -0.000	 -0.000	 -0.000	  0.263	  0.000	  0.001	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.962	 
-2.314	  0.000	  1.292	 -0.000	 -0.000	 -0.000	  0.263	  0.000	  0.001	 -0.000	  0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  4.996	 
-2.305	  0.000	  1.292	 -0.000	 -0.000	 -0.000	  0.263	  0.000	  0.001	  0.000	  0.000	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.028	 
-2.296	  0.000	  1.292	 -0.000	 -0.000	 -0.000	  0.264	  0.000	  0.000	  0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.062	 
-2.287	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.264	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.095	 
-2.278	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.264	  0.000	  0.000	  0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.129	 
-2.270	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.264	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.162	 
-2.261	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.265	  0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.199	 
-2.252	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.265	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.232	 
-2.243	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.265	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.267	 
-2.234	  0.000	  1.292	  0.000	 -0.000	 -0.000	  0.266	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.299	 
-2.225	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.266	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.340	 
-2.217	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.266	  0.000	  0.000	  0.000	 -0.001	 -0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.374	 
-2.208	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.407	 
-2.199	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.440	 
-2.190	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.474	 
-2.181	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	  0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.507	 
-2.172	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.541	 
-2.163	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.573	 
-2.154	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	 -0.000	 -0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.610	 
-2.145	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	  0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.643	 
-2.136	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.267	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.681	 
-2.128	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.266	 -0.000	  0.000	 -0.000	 -0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.714	 
-2.119	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.266	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.748	 
-2.110	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.266	 -0.000	  0.000	 -0.000	  0.000	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.781	 
-2.101	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.265	 -0.000	  0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.822	 
-2.092	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.265	 -0.000	  0.000	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.855	 
-2.083	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.264	 -0.000	  0.000	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.892	 
-2.075	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.264	 -0.000	  0.000	 -0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.925	 
-2.066	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.263	 -0.000	  0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.001	  0.000	  5.959	 
-2.057	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.263	 -0.000	  0.000	  0.000	  0.001	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  5.991	 
-2.048	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.262	 -0.000	  0.000	  0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.025	 
-2.040	  0.000	  1.292	  0.000	 -0.001	 -0.000	  0.262	 -0.000	  0.000	  0.000	  0.002	  0.000	  3.000	  0.000	  1.200	  0.000	 -0.000	  0.000	  6.058	 
